sample pop super_pop gender batch
NA18645 CHB EAS male 9
NA18646 CHB EAS female 4
NA18647 CHB EAS male 10
NA18648 CHB EAS male 10
NA18740 CHB EAS male 9
NA18745 CHB EAS male 6
NA18747 CHB EAS male 10
NA18748 CHB EAS male 8
NA18749 CHB EAS male 2
NA18757 CHB EAS male 9
NA18853 YRI AFR male 2
NA18856 YRI AFR male 7
NA18858 YRI AFR female 9
NA18861 YRI AFR female 7
NA18864 YRI AFR female 10
NA18865 YRI AFR male 4
NA18867 YRI AFR female 9
NA18868 YRI AFR male 4
NA18870 YRI AFR female 3
NA18871 YRI AFR male 8
NA18873 YRI AFR female 1
NA18874 YRI AFR male 6
NA18876 YRI AFR female 5
NA18877 YRI AFR male 6
NA18878 YRI AFR female 9
NA18879 YRI AFR male 5
NA18881 YRI AFR female 4
NA18907 YRI AFR female 3
NA18908 YRI AFR male 2
NA18909 YRI AFR female 7
NA18910 YRI AFR male 6
NA18912 YRI AFR female 7
NA18915 YRI AFR male 8
NA18916 YRI AFR female 9
NA18917 YRI AFR male 9
NA18923 YRI AFR male 7
NA18924 YRI AFR female 10
NA18933 YRI AFR female 4
NA18934 YRI AFR male 3
NA18939 JPT EAS female 9
NA18940 JPT EAS male 2
NA18941 JPT EAS female 5
NA18942 JPT EAS female 9
NA18943 JPT EAS male 10
NA18944 JPT EAS male 8
NA18945 JPT EAS male 3
NA18946 JPT EAS female 4
NA18947 JPT EAS female 8
NA18948 JPT EAS male 6
NA18949 JPT EAS female 3
NA18950 JPT EAS female 10
NA18951 JPT EAS female 2
NA18952 JPT EAS male 10
NA18953 JPT EAS male 6
NA18954 JPT EAS female 1
NA18956 JPT EAS female 8
NA18957 JPT EAS female 1
NA18959 JPT EAS male 9
NA18960 JPT EAS male 1
NA18961 JPT EAS male 3
NA18962 JPT EAS male 9
NA18963 JPT EAS female 2
NA18964 JPT EAS female 1
NA18965 JPT EAS male 2
NA18966 JPT EAS male 9
NA18967 JPT EAS male 7
NA18968 JPT EAS female 5
NA18969 JPT EAS female 8
NA18970 JPT EAS male 5
NA18971 JPT EAS male 4
NA18972 JPT EAS female 5
NA18973 JPT EAS female 2
NA18974 JPT EAS male 3
NA18975 JPT EAS female 6
NA18976 JPT EAS female 5
NA18977 JPT EAS male 5
NA18978 JPT EAS female 10
NA18979 JPT EAS female 5
NA18980 JPT EAS female 3
NA18981 JPT EAS female 1
NA18982 JPT EAS male 7
NA18983 JPT EAS male 10
NA18984 JPT EAS male 9
NA18985 JPT EAS male 1
NA18986 JPT EAS male 1
NA18987 JPT EAS female 4
NA18988 JPT EAS male 8
NA18989 JPT EAS male 4
NA18990 JPT EAS male 2
NA18991 JPT EAS female 3
NA18992 JPT EAS female 9
NA18993 JPT EAS female 7
NA18994 JPT EAS male 1
NA18995 JPT EAS male 6
NA18997 JPT EAS female 4
NA18998 JPT EAS female 7
NA18999 JPT EAS female 4
NA19000 JPT EAS male 5
NA19001 JPT EAS female 3
NA19002 JPT EAS female 8
NA19003 JPT EAS female 8
NA19004 JPT EAS male 10
NA19005 JPT EAS male 4
NA19006 JPT EAS male 7
NA19007 JPT EAS male 7
NA19009 JPT EAS male 2
NA19010 JPT EAS female 2
NA19011 JPT EAS female 1
NA19012 JPT EAS male 6
NA19017 LWK AFR female 5
NA19019 LWK AFR female 8
NA19020 LWK AFR male 8
NA19023 LWK AFR female 7
NA19024 LWK AFR female 9
NA19025 LWK AFR male 9
NA19026 LWK AFR male 4
NA19027 LWK AFR male 6
NA19028 LWK AFR male 6
NA19030 LWK AFR female 10
NA19031 LWK AFR male 4
NA19035 LWK AFR male 10
NA19036 LWK AFR female 3
NA19037 LWK AFR female 6
NA19038 LWK AFR female 4
NA19041 LWK AFR male 8
NA19042 LWK AFR female 2
NA19043 LWK AFR male 6
NA19054 JPT EAS female 3
NA19055 JPT EAS male 6
NA19056 JPT EAS male 7
NA19057 JPT EAS female 5
NA19058 JPT EAS male 4
NA19059 JPT EAS female 2
NA19060 JPT EAS male 8
NA19062 JPT EAS male 6
NA19063 JPT EAS male 10
NA19064 JPT EAS female 1
NA19065 JPT EAS female 4
NA19066 JPT EAS male 6
NA19067 JPT EAS male 9
NA19068 JPT EAS male 6
NA19070 JPT EAS male 10
NA19072 JPT EAS male 10
NA19074 JPT EAS female 6
NA19075 JPT EAS male 9
NA19076 JPT EAS male 10
NA19077 JPT EAS female 8
NA19078 JPT EAS female 9
NA19079 JPT EAS male 10
NA19080 JPT EAS female 10
NA19081 JPT EAS female 10
NA19082 JPT EAS male 8
NA19083 JPT EAS male 3
NA19084 JPT EAS female 10
NA19085 JPT EAS male 7
NA19086 JPT EAS male 7
NA19087 JPT EAS female 2
NA19088 JPT EAS male 5
NA19089 JPT EAS male 3
NA19090 JPT EAS female 4
NA19091 JPT EAS male 7
NA19092 YRI AFR male 9
NA19093 YRI AFR female 2
NA19095 YRI AFR female 8
NA19096 YRI AFR male 7
NA19098 YRI AFR male 4
NA19099 YRI AFR female 5
NA19102 YRI AFR female 7
NA19107 YRI AFR male 8
NA19108 YRI AFR female 10
NA19113 YRI AFR male 7
NA19114 YRI AFR female 7
NA19116 YRI AFR female 6
NA19117 YRI AFR male 3
NA19118 YRI AFR female 1
NA19119 YRI AFR male 8
NA19121 YRI AFR male 8
NA19129 YRI AFR female 10
NA19130 YRI AFR male 2
NA19131 YRI AFR female 3
NA19137 YRI AFR female 5
NA19138 YRI AFR male 10
NA19141 YRI AFR male 5
NA19143 YRI AFR female 3
NA19144 YRI AFR male 5
NA19146 YRI AFR male 1
NA19147 YRI AFR female 5
NA19149 YRI AFR female 4
NA19152 YRI AFR female 1
NA19153 YRI AFR male 6
NA19159 YRI AFR female 8
NA19160 YRI AFR male 6
NA19171 YRI AFR male 10
NA19172 YRI AFR female 3
NA19175 YRI AFR male 4
NA19184 YRI AFR male 2
NA19185 YRI AFR female 1
NA19189 YRI AFR male 2
NA19190 YRI AFR female 9
NA19197 YRI AFR female 5
NA19198 YRI AFR male 1
NA19200 YRI AFR male 9
NA19201 YRI AFR female 2
NA19204 YRI AFR female 9
NA19206 YRI AFR female 10
NA19207 YRI AFR male 3
NA19209 YRI AFR female 8
NA19210 YRI AFR male 6
NA19213 YRI AFR male 1
NA19214 YRI AFR female 10
NA19222 YRI AFR female 7
NA19223 YRI AFR male 4
NA19225 YRI AFR female 7
NA19235 YRI AFR female 1
NA19236 YRI AFR male 2
NA19238 YRI AFR female 5
NA19239 YRI AFR male 4
NA19247 YRI AFR female 9
NA19248 YRI AFR male 6
NA19256 YRI AFR male 6
NA19257 YRI AFR female 3
NA19307 LWK AFR male 3
NA19308 LWK AFR male 1
NA19309 LWK AFR male 5
NA19310 LWK AFR female 8
NA19312 LWK AFR male 6
NA19314 LWK AFR female 9
NA19315 LWK AFR female 3
NA19316 LWK AFR female 8
NA19317 LWK AFR male 1
NA19318 LWK AFR male 10
NA19319 LWK AFR male 6
NA19320 LWK AFR female 1
NA19321 LWK AFR female 8
NA19323 LWK AFR female 4
NA19324 LWK AFR female 7
NA19327 LWK AFR female 1
NA19328 LWK AFR female 3
NA19331 LWK AFR male 6
NA19332 LWK AFR female 5
NA19334 LWK AFR male 9
NA19338 LWK AFR female 7
NA19346 LWK AFR male 3
NA19347 LWK AFR male 4
NA19350 LWK AFR male 2
NA19351 LWK AFR female 4
NA19355 LWK AFR female 9
NA19360 LWK AFR male 3
NA19372 LWK AFR male 1
NA19374 LWK AFR male 9
NA19375 LWK AFR male 9
NA19376 LWK AFR male 6
NA19377 LWK AFR female 7
NA19378 LWK AFR female 3
NA19379 LWK AFR female 1
NA19380 LWK AFR male 6
NA19383 LWK AFR male 3
NA19384 LWK AFR male 2
NA19385 LWK AFR male 8
NA19390 LWK AFR female 10
NA19391 LWK AFR female 2
NA19393 LWK AFR male 4
NA19394 LWK AFR male 2
NA19395 LWK AFR female 1
NA19397 LWK AFR male 7
NA19399 LWK AFR female 9
NA19401 LWK AFR female 9
NA19403 LWK AFR female 2
NA19404 LWK AFR female 10
NA19428 LWK AFR male 10
NA19429 LWK AFR male 1
NA19430 LWK AFR male 1
NA19431 LWK AFR female 8
NA19434 LWK AFR female 7
NA19435 LWK AFR female 5
NA19436 LWK AFR female 7
NA19437 LWK AFR female 10
NA19438 LWK AFR female 10
NA19439 LWK AFR female 4
NA19440 LWK AFR female 3
NA19443 LWK AFR male 8
NA19445 LWK AFR female 9
NA19446 LWK AFR female 7
NA19448 LWK AFR male 8
NA19449 LWK AFR female 4
NA19451 LWK AFR male 6
NA19452 LWK AFR male 4
NA19454 LWK AFR male 7
NA19455 LWK AFR male 5
NA19456 LWK AFR female 5
NA19457 LWK AFR female 1
NA19461 LWK AFR male 2
NA19462 LWK AFR female 3
NA19463 LWK AFR female 5
NA19466 LWK AFR male 5
NA19467 LWK AFR female 5
NA19468 LWK AFR female 5
NA19471 LWK AFR female 2
NA19472 LWK AFR female 2
NA19473 LWK AFR female 2
NA19474 LWK AFR female 10
NA19475 LWK AFR female 7
NA19625 ASW AFR female 1
NA19648 MXL AMR female 6
NA19649 MXL AMR male 4
NA19651 MXL AMR female 7
NA19652 MXL AMR male 5
NA19654 MXL AMR female 5
NA19655 MXL AMR male 3
NA19657 MXL AMR female 9
NA19658 MXL AMR male 8
NA19661 MXL AMR male 10
NA19663 MXL AMR female 1
NA19664 MXL AMR male 2
NA19669 MXL AMR female 10
NA19670 MXL AMR male 6
NA19676 MXL AMR male 6
NA19678 MXL AMR female 6
NA19679 MXL AMR male 3
NA19681 MXL AMR female 7
NA19682 MXL AMR male 3
NA19684 MXL AMR female 7
NA19700 ASW AFR male 8
NA19701 ASW AFR female 6
NA19703 ASW AFR male 1
NA19704 ASW AFR female 1
NA19707 ASW AFR female 4
NA19711 ASW AFR male 6
NA19712 ASW AFR female 4
NA19713 ASW AFR female 9
NA19716 MXL AMR female 7
NA19717 MXL AMR male 4
NA19719 MXL AMR female 9
NA19720 MXL AMR male 1
NA19722 MXL AMR female 9
NA19723 MXL AMR male 9
NA19725 MXL AMR female 9
NA19726 MXL AMR male 2
NA19728 MXL AMR female 6
NA19729 MXL AMR male 4
NA19731 MXL AMR female 10
NA19732 MXL AMR male 3
NA19734 MXL AMR female 10
NA19735 MXL AMR male 5
NA19740 MXL AMR female 5
NA19741 MXL AMR male 10
NA19746 MXL AMR female 7
NA19747 MXL AMR male 1
NA19749 MXL AMR female 2
NA19750 MXL AMR male 4
NA19752 MXL AMR female 8
NA19755 MXL AMR female 5
NA19756 MXL AMR male 8
NA19758 MXL AMR female 9
NA19759 MXL AMR male 8
NA19761 MXL AMR female 1
NA19762 MXL AMR male 1
NA19764 MXL AMR female 2
NA19770 MXL AMR female 10
NA19771 MXL AMR male 4
NA19773 MXL AMR female 10
NA19774 MXL AMR male 10
NA19776 MXL AMR female 2
NA19777 MXL AMR male 10
NA19779 MXL AMR female 3
NA19780 MXL AMR male 7
NA19782 MXL AMR female 10
NA19783 MXL AMR male 8
NA19785 MXL AMR female 5
NA19786 MXL AMR male 1
NA19788 MXL AMR female 8
NA19789 MXL AMR male 3
NA19792 MXL AMR male 4
NA19794 MXL AMR female 6
NA19795 MXL AMR male 2
NA19818 ASW AFR male 6
NA19819 ASW AFR female 9
NA19834 ASW AFR male 8
NA19835 ASW AFR female 4
NA19900 ASW AFR male 10
NA19901 ASW AFR female 10
NA19904 ASW AFR male 4
NA19908 ASW AFR male 9
NA19909 ASW AFR female 8
NA19913 ASW AFR female 6
NA19914 ASW AFR female 9
NA19916 ASW AFR male 4
NA19917 ASW AFR female 8
NA19920 ASW AFR male 1
NA19921 ASW AFR female 6
NA19922 ASW AFR male 10
NA19923 ASW AFR female 8
NA19982 ASW AFR male 2
NA19984 ASW AFR male 4
NA20126 ASW AFR male 9
NA20127 ASW AFR female 5
NA20274 ASW AFR female 3
NA20276 ASW AFR female 3
NA20278 ASW AFR male 10
NA20281 ASW AFR male 2
NA20282 ASW AFR female 7
NA20287 ASW AFR female 1
NA20289 ASW AFR female 10
NA20291 ASW AFR male 9
NA20294 ASW AFR female 2
NA20296 ASW AFR female 5
NA20298 ASW AFR male 2
NA20299 ASW AFR female 7
NA20314 ASW AFR female 3
NA20317 ASW AFR female 5
NA20318 ASW AFR male 2
NA20320 ASW AFR female 10
NA20321 ASW AFR female 3
NA20332 ASW AFR female 5
NA20334 ASW AFR female 10
NA20339 ASW AFR female 3
NA20340 ASW AFR male 7
NA20342 ASW AFR male 5
NA20346 ASW AFR male 7
NA20348 ASW AFR male 3
NA20351 ASW AFR male 8
NA20355 ASW AFR female 7
NA20356 ASW AFR male 1
NA20357 ASW AFR female 7
NA20359 ASW AFR female 2
NA20362 ASW AFR male 6
NA20412 ASW AFR female 5
NA20502 TSI EUR female 4
NA20503 TSI EUR female 8
NA20504 TSI EUR female 9
NA20505 TSI EUR female 2
NA20506 TSI EUR female 1
NA20507 TSI EUR female 8
NA20508 TSI EUR female 6
NA20509 TSI EUR male 1
NA20510 TSI EUR male 8
NA20511 TSI EUR male 10
NA20512 TSI EUR male 4
NA20513 TSI EUR male 1
NA20514 TSI EUR female 6
NA20515 TSI EUR male 6
NA20516 TSI EUR male 3
NA20517 TSI EUR female 6
NA20518 TSI EUR male 10
NA20519 TSI EUR male 10
NA20520 TSI EUR male 3
NA20521 TSI EUR male 9
NA20522 TSI EUR female 4
NA20524 TSI EUR male 4
NA20525 TSI EUR male 3
NA20527 TSI EUR male 9
NA20528 TSI EUR male 5
NA20529 TSI EUR female 1
NA20530 TSI EUR female 2
NA20531 TSI EUR female 3
NA20532 TSI EUR male 3
NA20533 TSI EUR female 10
NA20534 TSI EUR male 4
NA20535 TSI EUR female 6
NA20536 TSI EUR male 9
NA20538 TSI EUR male 2
NA20539 TSI EUR male 8
NA20540 TSI EUR female 2
NA20541 TSI EUR female 7
NA20542 TSI EUR female 6
NA20543 TSI EUR male 7
NA20544 TSI EUR male 4
NA20581 TSI EUR male 3
NA20582 TSI EUR female 2
NA20585 TSI EUR female 7
NA20586 TSI EUR male 5
NA20587 TSI EUR female 7
NA20588 TSI EUR male 5
NA20589 TSI EUR female 5
NA20752 TSI EUR male 4
NA20753 TSI EUR female 3
NA20754 TSI EUR male 5
NA20755 TSI EUR male 2
NA20756 TSI EUR female 7
NA20757 TSI EUR female 1
NA20758 TSI EUR male 5
NA20759 TSI EUR male 7
NA20760 TSI EUR female 6
NA20761 TSI EUR female 4
NA20762 TSI EUR male 5
NA20763 TSI EUR male 9
NA20764 TSI EUR female 3
NA20765 TSI EUR male 7
NA20766 TSI EUR female 7
NA20767 TSI EUR male 8
NA20768 TSI EUR female 7
NA20769 TSI EUR female 1
NA20770 TSI EUR male 9
NA20771 TSI EUR female 5
NA20772 TSI EUR female 9
NA20773 TSI EUR female 8
NA20774 TSI EUR female 7
NA20775 TSI EUR female 10
NA20778 TSI EUR male 1
NA20783 TSI EUR male 8
NA20785 TSI EUR male 1
NA20786 TSI EUR female 2
NA20787 TSI EUR male 3
NA20790 TSI EUR female 10
NA20792 TSI EUR male 9
NA20795 TSI EUR female 6
NA20796 TSI EUR male 10
NA20797 TSI EUR female 5
NA20798 TSI EUR male 9
NA20799 TSI EUR female 2
NA20800 TSI EUR female 1
NA20801 TSI EUR male 2
NA20802 TSI EUR female 2
NA20803 TSI EUR male 9
NA20804 TSI EUR female 7
NA20805 TSI EUR male 2
NA20806 TSI EUR male 10
NA20807 TSI EUR female 9
NA20808 TSI EUR female 8
NA20809 TSI EUR male 5
NA20810 TSI EUR male 4
NA20811 TSI EUR male 8
NA20812 TSI EUR male 8
NA20813 TSI EUR female 6
NA20814 TSI EUR male 3
NA20815 TSI EUR male 4
NA20818 TSI EUR female 4
NA20819 TSI EUR female 1
NA20821 TSI EUR female 6
NA20822 TSI EUR female 8
NA20826 TSI EUR female 1
NA20827 TSI EUR male 3
NA20828 TSI EUR female 5
NA20832 TSI EUR female 6
NA20845 GIH SAS male 7
NA20846 GIH SAS male 7
NA20847 GIH SAS female 4
NA20849 GIH SAS female 4
NA20850 GIH SAS male 8
NA20851 GIH SAS female 6
NA20852 GIH SAS male 4
NA20853 GIH SAS female 10
NA20854 GIH SAS female 10
NA20856 GIH SAS female 2
NA20858 GIH SAS male 6
NA20859 GIH SAS female 10
NA20861 GIH SAS male 7
NA20862 GIH SAS female 10
NA20863 GIH SAS male 3
NA20864 GIH SAS male 1
NA20866 GIH SAS male 8
NA20867 GIH SAS male 7
NA20868 GIH SAS female 2
NA20869 GIH SAS female 4
NA20870 GIH SAS male 10
NA20872 GIH SAS female 3
NA20874 GIH SAS female 1
NA20875 GIH SAS female 6
NA20876 GIH SAS female 10
NA20877 GIH SAS female 1
NA20878 GIH SAS female 8
NA20881 GIH SAS female 5
NA20882 GIH SAS female 7
NA20884 GIH SAS male 8
NA20885 GIH SAS male 7
NA20886 GIH SAS female 3
NA20887 GIH SAS male 1
NA20888 GIH SAS female 8
NA20889 GIH SAS male 3
NA20890 GIH SAS male 4
NA20891 GIH SAS male 10
NA20892 GIH SAS female 6
NA20894 GIH SAS female 3
NA20895 GIH SAS male 6
NA20896 GIH SAS female 2
NA20897 GIH SAS male 2
NA20899 GIH SAS female 6
NA20900 GIH SAS female 7
NA20901 GIH SAS male 4
NA20902 GIH SAS female 9
NA20903 GIH SAS male 2
NA20904 GIH SAS male 1
NA20905 GIH SAS male 1
NA20906 GIH SAS female 6
NA20908 GIH SAS female 9
NA20910 GIH SAS female 5
NA20911 GIH SAS male 9
NA21086 GIH SAS female 8
NA21087 GIH SAS male 4
NA21088 GIH SAS female 2
NA21089 GIH SAS female 1
NA21090 GIH SAS male 3
NA21091 GIH SAS male 10
NA21092 GIH SAS male 6
NA21093 GIH SAS male 1
NA21094 GIH SAS male 5
NA21095 GIH SAS male 4
NA21097 GIH SAS female 8
NA21098 GIH SAS male 4
NA21099 GIH SAS male 7
NA21100 GIH SAS male 4
NA21101 GIH SAS female 8
NA21102 GIH SAS female 10
NA21103 GIH SAS female 7
NA21104 GIH SAS male 7
NA21105 GIH SAS male 5
NA21106 GIH SAS female 9
NA21107 GIH SAS male 5
NA21108 GIH SAS female 1
NA21109 GIH SAS male 1
NA21110 GIH SAS female 3
NA21111 GIH SAS male 3
NA21112 GIH SAS male 10
NA21113 GIH SAS male 9
NA21114 GIH SAS male 9
NA21115 GIH SAS male 10
NA21116 GIH SAS male 9
NA21117 GIH SAS male 2
NA21118 GIH SAS male 5
NA21119 GIH SAS male 5
NA21120 GIH SAS female 5
NA21122 GIH SAS female 3
NA21123 GIH SAS male 8
NA21124 GIH SAS male 6
NA21125 GIH SAS female 2
NA21126 GIH SAS male 10
NA21127 GIH SAS male 5
NA21128 GIH SAS male 9
NA21129 GIH SAS male 6
NA21130 GIH SAS male 2
NA21133 GIH SAS male 3
NA21135 GIH SAS male 8
NA21137 GIH SAS female 9
NA21141 GIH SAS female 10
NA21142 GIH SAS female 9
NA21143 GIH SAS female 5
NA21144 GIH SAS female 2
